model,year,Price,transmission,mileage,fuelType,tax,mpg,engineSize
 Yamaha,2012,5242.5,Manual,28801,Petrol,20,57.6,1
 Hero,2012,3242.5,Manual,65000,Petrol,0,72.2,2
 Bajaj,2015,5699.5,Manual,71787,Petrol,20,61,2
 Honda,2017,10249.5,Automatic,15759,Petrol,20,61,2
 Bajaj,2015,6099.5,Manual,56020,Petrol,20,61,2
 Yamaha,2019,8250,Manual,5977,Petrol,125,28.7,1
 Tvs,2016,7500,Automatic,27002,Petrol,20,70.6,2
 Tvs,2016,7500,Manual,20187,Petrol,0,72.2,2
 Royal Enfield,2017,9250,Manual,20982,Petrol,125,68.9,2
 Hero,2016,5800,Manual,19625,Petrol,0,67.2,1
 Bajaj,2016,9450,Manual,29777,Petrol,160,29.6,2
 Tvs,2015,8500,Automatic,20251,Petrol,125,52.2,2
 Hero,2016,5699.5,Manual,17608,Petrol,0,76.2,2
 Hero,2015,5299.5,Manual,26277,Petrol,0,67.2,1
 Hero,2015,4375.5,Manual,57297,Petrol,0,80.7,2
 Hero,2015,5099.5,Manual,52292,Petrol,0,80.7,2
 Yamaha,2015,4099.5,Manual,68226,Petrol,0,72.2,2
 Tvs,2016,5399.5,Manual,92062,Petrol,20,70.6,2
 Tvs,2012,4749.5,Manual,50577,Petrol,20,65.7,2
 Tvs,2016,6656,Automatic,72271,Petrol,20,65.7,2
 Tvs,2016,6457,Manual,25799,Petrol,20,70.6,2
 Yamaha,2016,7939.5,Manual,12067,Petrol,20,60.1,1
 Yamaha,2017,9649.5,Automatic,17918,Petrol,125,27.9,2
 Tvs,2015,6150,Manual,27666,Petrol,20,65.7,2
 Yamaha,2016,8000,Manual,26991,Petrol,20,65.7,2
 Yamaha,2016,7900,Manual,29562,Petrol,20,65.7,2
 Hero,2016,4749.5,Manual,28297,Petrol,0,80.7,2
 Royal Enfield,2016,6550,Manual,22521,Petrol,20,67.2,2
 Honda,2016,6751,Manual,50900,Petrol,20,65.7,2
 Hero,2016,4716,Manual,28672,Petrol,0,76.2,2
 Hero,2015,5899.5,Manual,12721,Petrol,20,56.5,1
 Tvs,2012,5970.5,Manual,28528,Petrol,20,62.8,2
 Yamaha,2015,5666,Automatic,25622,Petrol,20,70.6,2
 Honda,2016,8599.5,Automatic,55162,Petrol,20,61,2
 Bajaj,2017,9749.5,Automatic,29110,Petrol,160,50.2,2
 Tvs,2016,7750,Manual,29252,Petrol,0,72.2,2
 Yamaha,2017,7650,Automatic,26892,Petrol,125,56.5,2
 Tvs,2016,8400,Manual,26259,Petrol,20,67.2,2
 Kawasaki,2017,9150,Manual,25822,Petrol,125,62.8,2
 Yamaha,2016,7850,Automatic,22592,Petrol,20,55.2,1
 Hero,2016,6000,Automatic,17258,Petrol,0,72.2,2
 Hero,2016,5400,Manual,26629,Petrol,20,57.6,1
 Honda,2016,10499.5,Automatic,29987,Petrol,125,58.9,2
 Hero,2015,5449.5,Automatic,20852,Petrol,0,76.2,2
 Hero,2012,3549.5,Manual,26922,Petrol,0,72.2,2
 Hero,2015,6340.5,Manual,10727,Petrol,20,55.2,1
 Yamaha,2015,4249.5,Manual,56102,Petrol,0,72.2,2
 Honda,2015,6249.5,Automatic,87292,Petrol,20,62.2,2
 Tvs,2015,5000,Manual,61710,Petrol,20,65.7,2
 Yamaha,2016,6433,Automatic,22672,Petrol,20,62.2,2
 Hero,2016,5144.5,Manual,22560,Petrol,0,76.2,2
 Tvs,2016,8700,Manual,26862,Petrol,125,29.6,2
 Yamaha,2016,8500,Manual,22890,Petrol,20,62.8,2
 Yamaha,2016,6150,Manual,22259,Petrol,20,70.6,2
 Yamaha,2015,7249.5,Manual,22121,Petrol,20,58.9,1
 Yamaha,2012,3849.5,Manual,60028,Petrol,0,72.2,2
 Bajaj,2016,7199.5,Manual,22726,Petrol,20,61,2
 Royal Enfield,2017,9749.5,Manual,28015,Petrol,125,62.2,2
 Tvs,2016,7749.5,Manual,20595,Petrol,20,70.6,2
 Hero,2012,4444.5,Manual,22265,Petrol,125,52.2,1
 Yamaha,2017,7125,Automatic,28821,Petrol,125,70.6,2
 Yamaha,2015,7139,Manual,27276,Petrol,20,70.6,2
 Royal Enfield,2015,8499.5,Automatic,27881,Petrol,125,56.5,2
 Yamaha,2015,4749.5,Manual,70282,Petrol,20,68.9,2
 Yamaha,2018,10275,Automatic,15022,Petrol,125,52.2,2
 Royal Enfield,2012,6085,Manual,80951,Petrol,20,61,2
 Honda,2016,7743,Automatic,22657,Petrol,125,56.5,2
 Yamaha,2016,9250,Automatic,22291,Petrol,200,22.8,2
 Tvs,2017,11250,Automatic,20177,Petrol,125,56.5,2
 Tvs,2016,7600,Automatic,52222,Petrol,20,65.7,2
 Honda,2018,9500,Automatic,15822,Petrol,125,50.2,2
 Honda,2012,7650,Manual,22628,Petrol,20,62.8,2
 Yamaha,2017,8000,Manual,15002,Petrol,125,55.2,2
 Hero,2016,5700,Manual,29606,Petrol,0,67.2,1
 Yamaha,2017,8499.5,Manual,9676,Petrol,125,52.2,2
 Suzuki,2012,9225,Automatic,27112,Petrol,200,27.1,2
 Yamaha,2019,11250,Automatic,8297,Petrol,125,52.2,2
 Tvs,2017,7157.5,Manual,22156,Petrol,20,70.6,2
 Bajaj,2016,9997.5,Automatic,12282,Petrol,160,50.2,2
 Yamaha,2015,6899.5,Automatic,29582,Petrol,160,22.5,2
 Yamaha,2017,6999.5,Manual,18820,Petrol,20,60.1,1
 Hero,2017,5999.5,Manual,29228,Petrol,0,67.2,1
 Hero,2016,5599.5,Automatic,21226,Petrol,20,62.2,1
 Yamaha,2017,7849.5,Manual,22292,Petrol,125,65.7,2
 Yamaha,2012,4075,Manual,65602,Petrol,0,72.2,2
 Honda,2012,5475,Automatic,122225,Petrol,20,62.2,2
 Cf Moto,2008,16975,Automatic,52500,Petrol,580,21,2.2
 Triumph,2019,27250,Automatic,10000,Petrol,150,29.7,2.9
 Yamaha,2012,4075,Manual,27121,Petrol,0,72.2,2
 Bajaj,2012,6175,Automatic,55217,Petrol,200,27.9,2
 Tvs,2016,6838,Manual,26665,Petrol,20,70.6,2
 Yamaha,2016,5935.5,Manual,52519,Petrol,20,72.2,2
 Kawasaki,2015,8499.5,Manual,22229,Petrol,125,27.9,2
 Yamaha,2016,5477.5,Manual,27920,Petrol,20,68.9,2
 Hero,2016,6023,Manual,52150,Petrol,20,58.9,1
 Yamaha,2016,5823,Manual,29612,Petrol,0,82.1,2
 Yamaha,2015,5500,Automatic,28689,Petrol,20,72.2,2
 Yamaha,2015,4852.5,Manual,78205,Petrol,20,68.9,2
 Yamaha,2017,7799.5,Automatic,25792,Petrol,125,58.9,2
 Tvs,2016,8849.5,Manual,17855,Petrol,20,62.2,2
 Hero,2016,5499.5,Manual,19865,Petrol,0,76.2,2
 Sym,2017,22495.5,Automatic,22579,Petrol,555,28.2,2
 Tvs,2017,11495.5,Automatic,19068,Petrol,150,56.5,2
 Yamaha,2016,8450,Automatic,22707,Petrol,200,22.8,2
 Tvs,2015,5499.5,Manual,87652,Petrol,0,72.2,2
 Tvs,2015,4699.5,Manual,80972,Petrol,20,68.9,2
 Royal Enfield,2017,9999.5,Automatic,25662,Petrol,125,70.6,2
 Royal Enfield,2016,9749.5,Automatic,21968,Petrol,125,56.5,2
 Hero,2012,3499.5,Manual,75187,Petrol,125,52.2,1
 Royal Enfield,2012,6345,Manual,72072,Petrol,125,55.2,2
 Yamaha,2015,4149.5,Manual,91222,Petrol,0,82.1,2
 Yamaha,2016,5499.5,Manual,28527,Petrol,20,68.9,2
 Hero,2015,4277,Manual,69888,Petrol,0,80.7,2
 Hero,2017,5886.5,Manual,20266,Petrol,0,67.2,1
 Royal Enfield,2012,5437,Manual,76866,Petrol,125,55.2,2
 Hero,2012,4617.5,Automatic,57209,Petrol,125,52.2,1
 Royal Enfield,2017,9999.5,Automatic,28192,Petrol,125,68.9,2
 Suzuki,2012,6995.5,Manual,67276,Petrol,200,27.9,2
 Bajaj,2016,8745.5,Automatic,25128,Petrol,160,50.2,2
 Yamaha,2016,14995.5,Automatic,26222,Petrol,200,22.9,2
 Tvs,2016,5995.5,Manual,71722,Petrol,20,70.6,2
 Royal Enfield,2016,12495.5,Automatic,21677,Petrol,225,28.2,2
 Beneli,2017,16995.5,Automatic,26522,Petrol,125,27.9,2
 Royal Enfield,2017,10000,Automatic,21729,Petrol,125,68.9,2
 Tvs,2016,6399.5,Manual,75292,Petrol,20,62.2,2
 Suzuki,2016,8775,Automatic,75891,Petrol,200,27.1,2
 Hero,2016,5649.5,Manual,22207,Petrol,0,67.2,1
 Yamaha,2015,6000,Manual,60822,Petrol,20,67.2,2
 Hero,2012,3899.5,Manual,56122,Petrol,0,72.2,2
 Mahindra,2011,6375,Automatic,72208,Petrol,125,52.2,2
 KTM,2019,14495,Automatic,2282,Petrol,150,22.2,2
 Honda,2017,11745,Automatic,29222,Petrol,165,50.2,2
 Royal Enfield,2017,12245,Automatic,12225,Petrol,150,62.8,2
 Yamaha,2015,6995,Manual,28895,Petrol,20,55.2,1
 Royal Enfield,2016,9845,Automatic,22717,Petrol,160,50.2,2
 Bajaj,2015,8595,Manual,20292,Petrol,160,29.6,2
 Tvs,2012,5050,Manual,77701,Petrol,125,57.6,2
 Yamaha,2016,5499.5,Manual,26281,Petrol,0,72.2,2
 Honda,2016,8499.5,Automatic,52521,Petrol,20,61,2
 Tvs,2016,6687.5,Manual,22007,Petrol,20,72.2,2
 Yamaha,2016,5999.5,Manual,21222,Petrol,20,67.2,2
 Hero,2016,5249.5,Manual,22886,Petrol,0,76.2,2
 Hero,2012,4499.5,Manual,71826,Petrol,20,57.6,1
 Royal Enfield,2016,10745,Automatic,20001,Petrol,160,50.2,2
 Yamaha,2017,13745,Automatic,28200,Petrol,125,22.5,2
 KTM,2019,11495,Manual,728,Petrol,125,22.5,2
 Hero,2020,13995,Automatic,2500,Petrol,125,22.1,2
 Yamaha,2015,4649.5,Manual,78011,Petrol,20,68.9,2
 Hero,2015,4399.5,Manual,60585,Petrol,0,80.7,2
 Yamaha,2017,7349.5,Manual,21722,Petrol,125,50.2,2
 Bajaj,2019,16995,Automatic,7500,Petrol,125,27.1,2
 Royal Enfield,2015,8595,Automatic,52122,Petrol,125,58.9,2
 Yamaha,2016,8145,Automatic,29255,Petrol,20,70.6,2
 Hero,2017,7345,Manual,18190,Petrol,20,58.9,1
 Royal Enfield,2015,10245,Automatic,52828,Petrol,260,25.8,2
 Bajaj,2019,15245,Automatic,12060,Petrol,125,22.1,2
 KTM,2018,8845,Manual,8792,Petrol,125,55.2,1
 Royal Enfield,2018,11995,Automatic,21829,Petrol,125,70.6,2
 KTM,2019,9895,Manual,6252,Petrol,125,29.6,2
 Tvs,2019,21995,Automatic,6500,Petrol,125,29.2,2
 Suzuki,2017,14095,Automatic,29211,Petrol,125,20.2,2
 Tvs,2016,8245,Manual,25916,Petrol,20,68.9,2
 Bajaj,2017,8745,Manual,16252,Petrol,125,51,1
 KTM,2017,9495,Automatic,5182,Petrol,125,52.2,1
 Suzuki,2016,12845,Automatic,25506,Petrol,225,27.7,2
 Hero,2017,6645,Manual,22572,Petrol,125,76.2,2
 BMW,2017,21995,Automatic,16975,Petrol,555,28.2,2
 Tvs,2016,8645,Automatic,27522,Petrol,20,67.2,2
 Royal Enfield,2019,16745,Automatic,2798,Petrol,125,27.2,2
 Tvs,2018,11745,Automatic,11802,Petrol,125,65.7,2
 Hero,2017,6745,Manual,25229,Petrol,125,67.2,1
 Hero,2017,6495,Manual,7902,Petrol,125,67.2,1
 KTM,2020,17495,Automatic,10,Petrol,125,22,2
 Hero,2017,6845,Manual,17712,Petrol,150,76.2,2
 Hero,2018,7495,Manual,10226,Petrol,150,55.2,1
 Suzuki,2016,13745,Automatic,72896,Petrol,225,22.2,2
 Yamaha,2017,9145,Manual,16722,Petrol,125,55.2,2
 Bajaj,2015,8995,Automatic,29957,Petrol,160,50.2,2
 Beneli,2016,14495,Automatic,77818,Petrol,200,27.9,2
 Yamaha,2016,7995,Manual,22295,Petrol,20,60.1,1
 Honda,2017,11245,Automatic,28500,Petrol,150,58.9,2
 Suzuki,2016,10745,Automatic,27870,Petrol,205,27.1,2
 Bajaj,2019,13495,Manual,1500,Petrol,125,20.9,2
 Bajaj,2019,13745,Manual,2500,Petrol,125,20.9,2
 Bajaj,2017,8995,Manual,20272,Petrol,125,57.7,2
 Royal Enfield,2017,12995,Automatic,11279,Petrol,125,62.8,2
 Tvs,2018,11995,Automatic,17711,Petrol,125,65.7,2
 Royal Enfield,2019,15495,Automatic,5200,Petrol,125,25.6,2
 Suzuki,2019,17245,Automatic,5000,Petrol,125,22.1,2
 Tvs,2019,14745,Automatic,2000,Petrol,125,27.9,2
 Royal Enfield,2019,14995,Automatic,6000,Petrol,125,25.6,2
 Royal Enfield,2019,14995,Automatic,2000,Petrol,125,50.2,2
 Bajaj,2019,13475,Manual,8500,Petrol,125,22.8,2
 Mahindra,2016,9995,Automatic,28669,Petrol,125,61,2
 Beneli,2019,22995,Automatic,6000,Petrol,125,22.2,2
 Yamaha,2016,4000,Manual,96200,Petrol,20,68.9,2
 Royal Enfield,2019,14495,Automatic,2652,Petrol,125,25.6,2
 Bajaj,2017,7740,Manual,22780,Petrol,125,51,1
 Hero,2015,4622.5,Manual,21062,Petrol,0,67.2,1
 Bajaj,2019,13995,Manual,500,Petrol,125,29.8,2
 Bajaj,2019,14895,Manual,1780,Petrol,125,20.9,2
 Hero,2017,6745,Manual,20290,Petrol,20,56.5,1
 Bajaj,2017,10645,Automatic,26652,Petrol,125,52.2,2
 Honda,2019,13745,Automatic,9122,Petrol,125,27.9,2
 BMW,2019,19995,Automatic,6292,Petrol,125,50.2,2
 Ducati,2020,21245,Automatic,220,Petrol,125,29.7,2
 Honda,2019,14995,Automatic,7000,Petrol,150,27.9,2
 Hero,2012,5145,Manual,22221,Petrol,125,52.2,1
 Royal Enfield,2012,6397.5,Automatic,69210,Petrol,125,58.9,2
 Bajaj,2012,6097.5,Automatic,52520,Petrol,205,27.9,2
 Bajaj,2012,4500,Manual,108220,Petrol,150,52.2,2
 Yamaha,2015,3647.5,Manual,102260,Petrol,0,82.1,2
 Yamaha,2016,6750,Manual,68210,Petrol,20,65.7,2
 Yamaha,2015,4347.5,Manual,91200,Petrol,20,67.2,2
 Kawasaki,2019,26995,Automatic,51,Petrol,125,20.1,2
 Tvs,2019,13495,Automatic,1622,Petrol,125,28.7,2
 Tvs,2019,12995,Automatic,5500,Petrol,125,28.7,2
 Bajaj,2019,14995,Automatic,8000,Petrol,125,27.1,2
 Hero,2019,11745,Automatic,2500,Petrol,125,20.9,2
 Hero,2019,11645,Automatic,2000,Petrol,125,20.9,2
 Bajaj,2019,14245,Manual,2000,Petrol,125,29.8,2
 Tvs,2019,14995,Automatic,2955,Petrol,125,51,2
 Bajaj,2015,7245,Manual,28297,Petrol,20,61,2
 Kawasaki,2020,14245,Automatic,80,Petrol,125,28.7,2
 Hero,2016,6245,Manual,22969,Petrol,20,55.2,1
 Hero,2016,6345,Manual,12722,Petrol,20,55.2,1
 Kawasaki,2015,8645,Manual,26920,Petrol,125,27.9,2
 Royal Enfield,2018,14995,Automatic,9725,Petrol,125,58.9,2
 Hero,2015,5399.5,Manual,22266,Petrol,20,55.2,1
 Hero,2018,6490,Manual,9807,Petrol,125,67.2,1
 Beneli,2011,8247,Automatic,92000,Petrol,200,28.2,2
 Yamaha,2016,7750,Automatic,26181,Petrol,20,70.6,2
 KTM,2018,8799.5,Manual,7020,Petrol,150,62.2,2
 Yamaha,2016,7250,Manual,21000,Petrol,20,68.9,2
 Honda,2016,8500,Automatic,77700,Petrol,125,58.9,2
 Royal Enfield,2016,6625,Automatic,106000,Petrol,200,22.8,2
 BMW,2020,27495,Automatic,10,Petrol,125,29.2,2
 Yamaha,2016,10245,Manual,55781,Petrol,200,29.8,2
 Suzuki,2015,7750,Manual,66790,Petrol,205,27.9,2
 Bajaj,2015,6250,Manual,71960,Petrol,125,60.1,2
 Honda,2012,3750,Manual,100220,Petrol,150,56.5,2
 Hero,2012,3647.5,Manual,98520,Petrol,20,68.9,2
 Tvs,2016,5250,Manual,88220,Petrol,0,72.2,2
 Bajaj,2012,5500,Manual,52080,Petrol,160,29.6,2
 Yamaha,2017,12745,Automatic,90000,Petrol,150,22.1,2
 Yamaha,2018,10495,Manual,22000,Petrol,150,58.9,2
 Yamaha,2018,9395,Manual,25000,Petrol,150,60.1,1
 Tvs,2016,4897.5,Automatic,99720,Petrol,0,72.2,2
 Yamaha,2015,5000,Manual,102270,Petrol,20,60.1,1
 BSA,2016,9250,Automatic,68180,Petrol,160,22.1,2
 Bajaj,2012,6647.5,Manual,55150,Petrol,160,50.2,2
 Honda,2015,5847.5,Automatic,96220,Petrol,20,62.2,2
 Suzuki,2015,8500,Automatic,72010,Petrol,200,27.1,2
 Tvs,2012,4500,Manual,77590,Petrol,20,62.2,2
 Yamaha,2016,3750,Manual,116210,Petrol,0,82.1,2
 Kawasaki,2015,8245,Manual,50500,Petrol,160,26.2,2
 Hero,2012,4645,Manual,22869,Petrol,20,55.2,1
 Mahindra,2017,13245,Automatic,27627,Petrol,150,52.2,2
 Yamaha,2012,5995,Manual,28221,Petrol,20,68.9,2
 Tvs,2016,6897.5,Manual,76620,Petrol,20,62.8,2
 Husqvarna,2015,10000,Automatic,82820,Petrol,260,22,2
 Husqvarna,2015,10147.5,Automatic,76518,Petrol,260,22,2
 Tvs,2020,23995,Automatic,5500,Petrol,125,25.2,2
 Hero,2012,5395,Automatic,27280,Petrol,125,27.9,1
 Hero,2017,6495,Manual,16872,Petrol,150,55.2,1
 Kawasaki,2016,9645,Manual,25189,Petrol,150,27.1,2
 Suzuki,2016,9000,Automatic,71870,Petrol,200,27.1,2
 Tvs,2015,5647.5,Manual,68260,Petrol,20,62.8,2
 Tvs,2017,5750,Manual,111890,Petrol,20,70.6,2
 Bajaj,2015,5250,Manual,120860,Petrol,125,60.1,2
 Tvs,2016,5897.5,Manual,79500,Petrol,20,70.6,2
 Honda,2012,3997.5,Automatic,102160,Petrol,125,55.2,2
 KTM,2019,13245,Manual,6250,Petrol,125,26.2,2
 Yamaha,2017,8645,Automatic,1928,Petrol,150,60.1,1
 Hero,2016,6245,Manual,25102,Petrol,0,67.2,1
 Hero,2017,6145,Manual,25772,Petrol,150,57.6,1
 Yamaha,2015,5745,Manual,25000,Petrol,20,68.9,2
 Yamaha,2017,12145,Automatic,27091,Petrol,150,22.5,2
 Yamaha,2016,5500,Automatic,101860,Petrol,20,57.6,1
 Bajaj,2015,5500,Manual,82990,Petrol,20,61,2
 Royal Enfield,2015,5947.5,Manual,81590,Petrol,20,61,2
 Tvs,2015,5000,Automatic,112220,Petrol,205,27.1,2
 Royal Enfield,2012,5500,Manual,111260,Petrol,20,61,2
 Honda,2012,5750,Manual,75550,Petrol,20,62.8,2
 Tvs,2012,3000,Manual,129680,Petrol,20,62.2,2
 Tvs,2016,7000,Manual,28860,Petrol,20,70.6,2
 Honda,2015,5250,Automatic,118220,Petrol,20,62.2,2
 Tvs,2016,5500,Manual,82280,Petrol,0,72.2,2
 Yamaha,2015,4897.5,Manual,112110,Petrol,20,67.2,2
 Honda,2016,7500,Automatic,76070,Petrol,20,61,2
 Honda,2012,3750,Manual,96820,Petrol,125,57.6,2
 Tvs,2016,5347.5,Manual,97150,Petrol,20,72.2,2
 Honda,2017,6500,Manual,90620,Petrol,20,61,2
 Tvs,2015,4397.5,Automatic,102550,Petrol,125,56.5,2
 Honda,2015,6447.5,Automatic,107290,Petrol,20,62.2,2
 Tvs,2012,5645,Manual,55000,Petrol,20,61,2
 Tvs,2016,8245,Automatic,56919,Petrol,20,70.6,2
 Tvs,2015,7745,Manual,26786,Petrol,125,58.9,2
 Honda,2019,15495,Automatic,2200,Petrol,125,27.9,2
 Royal Enfield,2017,12395,Automatic,8976,Petrol,125,62.8,2
 Tvs,2016,8245,Automatic,21072,Petrol,20,68.9,2
 Bajaj,2019,14245,Manual,10,Petrol,125,22.8,2
 Bajaj,2019,14245,Manual,10,Petrol,125,22.8,2
 KTM,2019,10495,Manual,600,Petrol,125,29.6,2
 Royal Enfield,2019,15995,Automatic,1000,Petrol,125,26.2,2
 Kawasaki,2019,14995,Manual,750,Petrol,125,29.8,2
 Tvs,2016,8745,Manual,20162,Petrol,20,67.2,2
 Tvs,2016,8895,Manual,28290,Petrol,20,67.2,2
 Mahindra,2017,12895,Automatic,20762,Petrol,160,52.2,2
 Kawasaki,2019,14995,Automatic,2500,Petrol,125,28.7,2
 Tvs,2019,11645,Automatic,8050,Petrol,125,20.9,2
 Royal Enfield,2016,10745,Automatic,11998,Petrol,160,51,2
 Tvs,2018,12395,Automatic,26796,Petrol,125,22.8,2
 Tvs,2012,6895,Manual,57120,Petrol,20,61,2
 Tvs,2017,11745,Automatic,20278,Petrol,125,55.2,2
 Tvs,2016,8645,Manual,22222,Petrol,20,67.2,2
 Bajaj,2017,11745,Automatic,16821,Petrol,200,22.2,2
 Beneli,2017,16995,Automatic,22691,Petrol,200,27.9,2
 Honda,2019,14995,Automatic,1200,Petrol,125,50.2,2
 Tvs,2019,13745,Automatic,2982,Petrol,125,28.7,2
 Tvs,2019,12995,Automatic,8527,Petrol,125,50.2,2
 KTM,2019,12145,Manual,7010,Petrol,125,27.9,2
 Bajaj,2020,17745,Automatic,500,Petrol,125,27.1,2
 Bajaj,2020,19495,Automatic,500,Petrol,125,27.1,2
 Suzuki,2019,18495,Automatic,6500,Petrol,125,28.2,2
 Royal Enfield,2019,14995,Automatic,10,Petrol,125,51,2
 Royal Enfield,2019,15495,Automatic,10,Petrol,125,50.2,2
 Royal Enfield,2019,14745,Manual,10,Petrol,125,29.2,2
 KTM,2019,15995,Automatic,10,Petrol,125,22.2,2
 Bajaj,2019,14995,Manual,10,Petrol,125,22.8,2
 Beneli,2019,21495,Automatic,50,Petrol,125,22.6,2
 Royal Enfield,2020,14995,Automatic,10,Petrol,125,20.2,2
 Tvs,2015,6645,Manual,27699,Petrol,20,67.2,2
 Yamaha,2018,13245,Automatic,17211,Petrol,125,22.5,2
 Hero,2016,5145,Manual,22500,Petrol,0,67.2,1
 Bajaj,2019,13745,Automatic,5821,Petrol,125,27.1,2
 Royal Enfield,2017,9995,Automatic,58727,Petrol,125,67.2,2
 Hero,2017,6645,Manual,22206,Petrol,125,76.2,2
 Bajaj,2019,14995,Manual,750,Petrol,125,22.8,2
 Tvs,2019,13995,Automatic,1000,Petrol,125,29.6,2
 Tvs,2019,13995,Automatic,1750,Petrol,125,25.6,2
 Tvs,2016,8245,Manual,22868,Petrol,20,67.2,2
 Suzuki,2020,23995,Automatic,1000,Petrol,125,28.2,2
 KTM,2017,9745,Manual,12228,Petrol,125,50.2,1
 Bajaj,2020,16495,Manual,500,Petrol,125,20.9,2
 Tvs,2020,17995,Automatic,500,Petrol,125,52.2,2
 Yamaha,2020,14745,Manual,500,Petrol,125,52.2,2
 Tvs,2019,13995,Manual,1000,Petrol,125,29.2,2
 Tvs,2019,12995,Automatic,750,Petrol,125,51,2
 Tvs,2019,13495,Automatic,2250,Petrol,125,50.2,2
 Tvs,2019,13995,Automatic,2500,Petrol,125,25.6,2
 Yamaha,2019,12745,Automatic,750,Petrol,125,52.2,2
 Tvs,2019,13495,Automatic,6000,Petrol,125,25.6,2
 Triumph,2019,25995,Automatic,10,Petrol,125,20.2,2.9
 Ducati,2020,21245,Automatic,10,Petrol,125,20.1,2
 Royal Enfield,2020,15495,Automatic,10,Petrol,125,27.1,2
 Hero,2016,6499.5,Manual,21617,Petrol,20,56.5,1
 Honda,2018,9495,Automatic,60899,Petrol,150,58.9,2
 Suzuki,2012,7495,Automatic,81957,Petrol,205,27.1,2
 Royal Enfield,2017,10745,Automatic,22708,Petrol,150,62.8,2
 KTM,2017,10247.5,Automatic,26000,Petrol,150,52.2,1
 Honda,2016,12495,Automatic,22000,Petrol,165,50.2,2
 Honda,2020,18995,Automatic,2255,Petrol,125,50.2,2
 Bajaj,2017,9722.5,Manual,16512,Petrol,150,29.6,1
 Royal Enfield,2016,8847.5,Automatic,52000,Petrol,125,56.5,2
 Bajaj,2012,6947.5,Automatic,22000,Petrol,205,27.9,2
 KTM,2017,9497.5,Manual,22292,Petrol,125,50.2,1
 KTM,2018,8288.5,Manual,18522,Petrol,125,55.2,1
 KTM,2018,9697.5,Automatic,9571,Petrol,125,52.2,1
 Honda,2002,1247.5,Manual,129000,Petrol,225,21.7,2
 Yamaha,2016,5495,Manual,57097,Petrol,0,82.1,2
 Bajaj,2016,8995,Manual,29858,Petrol,20,60.1,2
 Kawasaki,2020,16495,Automatic,150,Petrol,125,28.7,2
 Bajaj,2017,9722.5,Manual,21112,Petrol,150,29.6,1
 Yamaha,2017,9245,Manual,19928,Petrol,150,52.2,2
 Honda,2017,10495,Automatic,52596,Petrol,150,52.2,2
 Yamaha,2016,5245,Manual,22000,Petrol,20,70.6,2
 Hero,2017,6995,Automatic,27269,Petrol,150,56.5,1
 Honda,2015,6995,Automatic,79197,Petrol,20,67.2,2
 Yamaha,2020,13745,Automatic,1250,Petrol,125,51,2
 Bajaj,2019,17995,Automatic,1250,Petrol,125,28.2,2
 Harley Davidson,2019,33995,Automatic,1000,Petrol,125,22.8,2
 KTM,2018,11622.5,Automatic,7222,Petrol,125,52.2,1
 KTM,2017,9247.5,Manual,22755,Petrol,125,52.2,1
 Yamaha,2012,5995,Manual,27000,Petrol,20,67.2,2
 Yamaha,2015,6620,Manual,52622,Petrol,20,67.2,2
 Yamaha,2018,10745,Automatic,27928,Petrol,125,56.5,2
 Royal Enfield,2018,11995,Automatic,20500,Petrol,125,50.2,2
 Yamaha,2019,9495,Manual,10000,Petrol,150,51,2
 Yamaha,2015,5745,Manual,27228,Petrol,0,72.2,2
 Beneli,2015,13950,Automatic,60022,Petrol,205,27.9,2
 Hero,2016,5745,Manual,21226,Petrol,0,67.2,1
 Tvs,2019,13995,Automatic,2250,Petrol,125,28.7,2
 Tvs,2019,14495,Automatic,2750,Petrol,125,28.7,2
 Tvs,2019,13995,Automatic,2750,Petrol,125,28.7,2
 KTM,2019,11995,Manual,2000,Petrol,125,29.6,2
 Bajaj,2019,13995,Manual,10,Petrol,125,22.8,2
 Ducati,2020,20995,Automatic,215,Petrol,125,29.7,2
 Royal Enfield,2019,17995,Automatic,2266,Petrol,125,26.7,2
 Kawasaki,2012,5995,Manual,60000,Petrol,165,22.1,2
 Bajaj,2012,6495,Manual,22200,Petrol,150,52.2,2
 Hero,2017,5995,Manual,26500,Petrol,150,57.6,1
 Hero,2012,5247.5,Manual,22000,Petrol,0,72.2,2
 Hero,2012,4747.5,Automatic,52000,Petrol,20,52.2,1
 Tvs,2017,8722.5,Manual,26187,Petrol,20,70.6,2
 Royal Enfield,2019,13995,Automatic,8065,Petrol,125,50.2,2
 Suzuki,2017,14495,Automatic,12659,Petrol,125,55.2,2
 Beneli,2017,16997.5,Automatic,22210,Petrol,125,27.9,2
 Suzuki,2016,11897.5,Automatic,72156,Petrol,220,22.8,2
 Hero,2016,5995,Automatic,22000,Petrol,0,72.2,2
 Tvs,2017,8745,Manual,25000,Petrol,125,29.6,2
 Yamaha,2018,10495,Automatic,18000,Petrol,150,56.5,2
 Hero,2012,4997.5,Automatic,29180,Petrol,20,52.2,1
 BSA,2012,8995,Automatic,28272,Petrol,205,20.9,2
 Honda,2015,7497.5,Automatic,21101,Petrol,20,67.2,2
 Royal Enfield,2016,10997.5,Automatic,15901,Petrol,165,25.6,2
 Honda,2016,8997.5,Automatic,29261,Petrol,125,57.6,2
 Beneli,2019,29995,Automatic,1225,Petrol,125,22.2,2
 KTM,2017,8997.5,Manual,16829,Petrol,125,52.2,1
